x_mm,y_mm,z_mm,edep_keV
-0.537224,0.318198,8.26786,14.7599
-2.39802,1.28102,-2.28989,9.884
-2.38566,1.28102,-2.28989,0.221913
-2.38564,1.28101,-2.28994,14.8941
3.96139,0.0799567,1.44281,2.472
3.96398,0.0799567,1.44281,0.929227
3.96401,0.0799889,1.44272,21.5988
-2.47797,0.888928,-2.16918,11.139
-2.42455,0.888928,-2.16918,0.139544
-2.42452,0.888912,-2.1692,13.7215
-2.71488,0.780563,-3.40146,11.684
-2.71448,0.780563,-3.40146,0.25168
-2.7145,0.780542,-3.40147,0.74721
-2.71448,0.780527,-3.4015,0.0898207
-2.71449,0.780499,-3.40151,0.403443
-2.71451,0.78047,-3.40152,0.522681
-2.71453,0.780444,-3.4015,0.115897
-2.71454,0.78042,-3.40149,0.518715
-2.71454,0.780447,-3.40149,0.213871
-2.71454,0.780476,-3.40148,0.0256143
-2.71455,0.780493,-3.40146,0.093281
-2.71458,0.780485,-3.40146,1.01347
-2.7146,0.780476,-3.40145,0.044735
-3.81066,2.62159,-0.5208,11.139
-3.77184,2.64874,-0.462628,0.152518
-3.77184,2.64879,-0.462625,13.7085
-0.397341,1.36654,8.59932,9.884
-0.392237,1.36654,8.59932,0.966857
-0.392239,1.36658,8.59929,14.1491
-2.3789,1.92905,-2.10273,9.884
-2.3621,1.92905,-2.10273,0.603038
-2.3621,1.92908,-2.10269,14.513
-0.579362,0.284156,8.12841,9.884
-0.57695,0.284156,8.12841,0.697846
-0.576934,0.284123,8.1284,14.4182
3.80553,0.0691665,3.01072,9.884
3.81841,0.0691665,3.01072,0.20497
3.81839,0.0691972,3.01069,14.911
-1.17629,0.61542,5.79274,11.684
-1.15141,0.61542,5.79274,0.18268
-1.1514,0.615414,5.79278,13.1333
-0.638879,3.74567,-1.686,9.884
-0.628522,3.74567,-1.686,0.240859
-0.628528,3.74569,-1.68605,14.8751
-1.58586,0.651897,2.01057,11.684
-1.57262,0.651897,2.01057,1.17595
-1.57259,0.651897,2.01054,12.1401
-0.251046,-0.12961,7.18025,11.684
-0.170716,-0.12961,7.18025,0.293439
-0.170685,-0.129624,7.18022,13.0226
-2.96498,1.50601,-6.36108,1.796
-2.9615,1.50471,-6.3617,2.50086
-2.96142,1.50472,-6.36177,20.7031
-2.66839,0.789601,-3.36484,9.884
-2.65055,0.789601,-3.36484,1.17461
-2.65054,0.789629,-3.36487,13.9414
-3.54927,-0.377952,0.698406,2.472
-3.5352,-0.377952,0.698406,0.693893
-3.53525,-0.377938,0.698405,21.8341
-3.4659,2.39067,1.85747,11.684
-3.46426,2.39067,1.85747,1.03301
-3.46424,2.39065,1.85744,12.283
-1.76022,3.02302,-0.378333,9.884
-1.75199,3.02302,-0.378333,0.0248306
-1.75194,3.02301,-0.378326,15.0912
-3.80895,-1.81058,-8.87255,11.684
-3.79435,-1.81058,-8.87255,0.729661
-3.79438,-1.8106,-8.87255,12.5863
-2.34831,2.74869,-1.52179,9.884
-2.34128,2.74869,-1.52179,0.493911
-2.3413,2.74866,-1.52175,14.6221
-3.20948,1.77261,4.23114,0.57
-3.15245,1.77261,4.23114,0.612019
-3.15239,1.77258,4.23107,23.818
-4.69544,-0.260283,-8.70937,11.139
-4.66441,-0.266574,-8.70488,0.0378424
-4.66437,-0.266581,-8.70491,13.8232
-3.92168,1.66908,0.369037,9.884
-3.87532,1.66908,0.369037,0.216224
-3.87529,1.66909,0.369009,14.8998
1.85868,2.8427,-4.39102,11.139
1.90612,2.8427,-4.39102,0.283312
1.90614,2.84266,-4.39102,13.5777
-2.13774,0.701332,-0.77473,9.884
-2.13121,0.701332,-0.77473,1.32485
-2.13118,0.701287,-0.774714,13.7911
-3.39747,2.695,2.33767,2.197
-3.39087,2.695,2.33767,0.277142
-3.39079,2.69501,2.33765,22.5259
-3.39577,-3.2189,2.22627,2.472
-3.39552,-3.2189,2.22627,0.680984
-3.39545,-3.21888,2.22621,0.0179564
-3.3954,-3.21882,2.22615,1.59605
-3.39533,-3.21878,2.22616,1.03791
-3.39526,-3.21875,2.22619,1.34425
-3.39524,-3.21868,2.2262,0.031142
-3.39526,-3.21863,2.22623,0.603847
-3.39527,-3.21858,2.22622,1.73016
-3.39527,-3.21853,2.22624,0.197966
-3.39527,-3.21852,2.22622,0.0964761
-3.39527,-3.21849,2.2262,0.0975229
-3.39525,-3.21847,2.22623,1.88266
-3.3952,-3.21847,2.22625,13.2111
-1.88443,2.64114,0.56769,9.884
-1.85238,2.64114,0.56769,0.0599894
-1.85236,2.64117,0.567662,15.056
3.94474,0.0963041,1.75375,0.407
3.97188,0.0963041,1.75375,0.311194
3.97196,0.0963161,1.75382,24.2818
-4.89837,2.10318,-8.83731,11.684
-4.89328,2.10318,-8.83731,0.551598
-4.89325,2.10318,-8.83732,12.7644
-1.26765,3.31687,0.168314,11.139
-1.25969,3.31687,0.168314,0.45502
-1.25973,3.31688,0.168316,13.406
-2.93488,1.73624,-4.59513,9.884
-2.89489,1.73624,-4.59513,0.103959
-2.89487,1.7362,-4.59512,15.012
-0.694646,1.37207,7.4281,9.884
-0.674066,1.37207,7.4281,0.327924
-0.674057,1.3721,7.42806,14.7881
-2.32899,-2.95928,-8.61528,9.884
-2.3244,-2.95928,-8.61528,0.760276
-2.32435,-2.95927,-8.6153,14.3557
-2.37992,0.834188,-1.52317,2.712
-2.34726,0.834188,-1.52317,1.21125
-2.3472,0.834134,-1.52312,21.0768
3.844,-0.0140044,2.18063,11.139
3.85405,-0.0140044,2.18063,0.0512605
3.85408,-0.0139722,2.18063,13.8097
3.85037,-0.110805,1.40335,11.139
3.88312,-0.110805,1.40335,0.0878103
3.8831,-0.110837,1.40337,13.7732
-3.54009,-0.956724,1.14306,2.712
-3.53649,-0.956724,1.14306,0.149587
-3.53641,-0.956757,1.14302,22.1384
-4.842,0.435118,-8.89789,11.139
-4.84154,0.435118,-8.89789,0.116489
-4.84151,0.435101,-8.89792,0.154506
-4.84149,0.435087,-8.89796,0.11205
-4.84146,0.435101,-8.89797,0.0562648
-4.84143,0.435119,-8.89797,13.4217
-1.49554,1.35004,2.81446,2.197
-1.4944,1.35004,2.81446,0.482322
-1.4944,1.35011,2.81438,0.0710462
-1.4944,1.35014,2.8143,0.546151
-1.49444,1.35012,2.81423,1.06036
-1.49446,1.35005,2.81419,1.01818
-1.49444,1.35,2.81413,1.94207
-1.49445,1.35,2.81407,17.6829
-1.96078,1.76253,6.07267,2.472
-1.95618,1.76253,6.07267,0.632125
-1.95613,1.7626,6.07262,21.8959
-2.96563,1.3542,-6.43379,11.139
-2.9388,1.3542,-6.43379,0.231032
-2.93877,1.35421,-6.43377,13.63
-3.83482,2.45161,-0.413079,11.684
-3.82756,2.45161,-0.413079,0.0761278
-3.82756,2.45157,-0.413069,13.2399
-2.51944,2.12925,-3.68333,2.197
-2.48913,2.12925,-3.68333,0.812129
-2.48913,2.12929,-3.68337,21.9909
-1.53238,0.670033,2.33775,2.197
-1.46863,0.670033,2.33775,0.88289
-1.46854,0.670007,2.33773,21.9201
-4.84783,2.38966,-8.562,11.139
-4.84584,2.38966,-8.562,0.0622424
-4.84586,2.38962,-8.56201,13.7988
-3.54624,-0.426267,1.17219,9.884
-3.51295,-0.426267,1.17219,0.768615
-3.51297,-0.42626,1.17224,14.3474
-0.405157,0.351482,6.6621,11.684
-0.391012,0.351482,6.6621,0.0400314
-0.391031,0.35149,6.66213,13.276
-0.49729,0.359285,2.46254,11.139
-0.478964,0.359285,2.46254,0.075883
-0.478931,0.359318,2.46253,13.7851
-1.90368,1.06135,2.53574,11.139
-1.90182,1.06135,2.53574,0.961721
-1.90184,1.06138,2.53577,12.8993
-0.478349,3.65439,-0.677418,9.884
-0.465508,3.65351,-0.678505,0.100956
-0.465521,3.65355,-0.678476,15.015
-1.89176,2.08821,5.9811,11.139
-1.82655,2.08821,5.9811,0.33015
-1.82656,2.08825,5.98109,13.5309
1.57109,2.43365,-3.80437,11.139
1.6167,2.43365,-3.80437,0.628908
1.61668,2.43361,-3.80436,13.2321
-3.73303,1.8593,0.971464,11.684
-3.69298,1.8593,0.971464,0.141259
-3.69299,1.85931,0.971444,13.1747
-2.77718,0.937406,-7.06134,11.139
-2.77479,0.937406,-7.06134,0.345586
-2.77478,0.937452,-7.06133,13.5154
-1.52154,3.35449,-0.773857,11.139
-1.46709,3.35449,-0.773857,0.0933765
-1.46708,3.35447,-0.773883,13.7676
-4.03026,-1.46272,-8.56766,2.197
-3.981,-1.46272,-8.56766,0.258691
-3.98102,-1.46265,-8.56772,22.5443
-1.97634,0.364602,-1.38605,9.884
-1.96995,0.364602,-1.38605,4.29787
-1.96991,0.364603,-1.38603,10.8181
-3.44588,2.39111,2.80314,2.197
-3.43807,2.39111,2.80314,0.951615
-3.43805,2.3912,2.80314,21.8514
0.0531006,1.58548,8.73514,11.139
0.0867184,1.58548,8.73514,0.565856
0.0866992,1.58544,8.73516,13.2951
-1.64968,2.89464,0.712211,11.684
-1.62673,2.89464,0.712211,1.39408
-1.62672,2.89468,0.71223,11.9219
-1.9204,0.201084,-1.48401,2.712
-1.90055,0.201084,-1.48401,0.0983408
-1.90055,0.201119,-1.48393,22.1897
-3.4566,-1.34554,1.10751,1.737
-3.40994,-1.34554,1.10751,1.20234
-3.40987,-1.34551,1.10744,22.0607
-2.91135,5.4245,-8.71004,9.884
-2.89517,5.4245,-8.71004,0.216299
-2.89515,5.42452,-8.71,14.8997
-3.45882,-1.7652,1.88755,9.884
-3.43408,-1.7652,1.88755,0.878034
-3.43407,-1.76516,1.88757,14.238
-2.93052,1.18763,-5.11343,11.684
-2.92064,1.18763,-5.11343,0.0781534
-2.92063,1.1876,-5.11345,13.2378
-0.491702,1.17265,8.61119,9.884
-0.46244,1.17265,8.61119,0.0401076
-0.462424,1.17268,8.61123,15.0759
-1.0337,0.356118,1.19073,11.139
-1.03357,0.356737,1.19083,0.751708
-1.03356,0.356739,1.19079,13.1093
-3.05598,5.30383,-8.52306,9.884
-3.0529,5.30383,-8.52306,0.337743
-3.05289,5.30378,-8.52305,14.7783
-4.26422,3.91953,-8.80981,2.197
-4.23246,3.91953,-8.80981,0.0487103
-4.23242,3.91958,-8.80989,22.7543
-2.505,1.43832,-0.726508,0.245
-2.49945,1.43832,-0.726508,1.16569
-2.49938,1.43824,-0.726548,23.5893
-3.33749,-4.56302,2.98924,11.139
-3.32409,-4.56302,2.98924,0.170849
-3.32405,-4.563,2.98923,13.6902
-3.5412,1.48142,2.15786,11.684
-3.51336,1.48142,2.15786,0.0838771
-3.51338,1.4814,2.15784,13.2321
-2.06785,2.30378,0.261248,2.197
-2.0595,2.30378,0.261248,2.8717
-2.05953,2.30375,0.261185,19.9313
-4.83404,0.394262,-8.74062,9.884
-4.83246,0.394262,-8.74062,0.120419
-4.83247,0.394255,-8.74057,14.9956
-0.524661,2.97122,4.35562,9.884
-0.511616,2.97122,4.35562,0.0115386
-0.511594,2.97117,4.35564,15.1045
-3.55312,4.8861,-8.77505,11.139
-3.54424,4.8861,-8.77505,0.433061
-3.54422,4.88608,-8.77503,13.4279
-2.75465,1.54998,-1.79123,9.884
-2.74481,1.54998,-1.79123,0.0763075
-2.74476,1.54998,-1.79122,15.0397
-1.80454,2.76374,0.481815,11.684
-1.78003,2.76374,0.481815,0.131661
-1.78002,2.76371,0.481814,13.1843
-0.517888,0.350493,7.01561,9.884
-0.502021,0.350493,7.01561,0.347627
-0.501989,0.35049,7.01557,14.7684
-0.40611,1.54001,8.43873,11.139
-0.373111,1.54001,8.43873,0.98487
-0.373093,1.54004,8.43877,12.8761
-1.08803,0.516956,3.72027,11.684
-1.01205,0.516956,3.72027,0.133222
-1.01203,0.516979,3.72029,13.1828
-3.34524,1.92042,3.06412,11.684
-3.30341,1.92042,3.06412,0.0820044
-3.30339,1.92042,3.06416,13.234
3.9671,0.0730139,1.22669,11.684
4.02147,0.0730139,1.22669,0.0474011
4.02151,0.0730239,1.22668,13.2686
-2.70577,2.11257,-7.95554,9.884
-2.66102,2.11257,-7.95554,0.593335
-2.66102,2.11261,-7.95552,14.5227
-2.44496,2.31281,5.38137,11.684
-2.40927,2.31281,5.38137,1.59552
-2.40927,2.31278,5.38134,11.7205
-2.43455,0.777838,-2.08796,11.139
-2.43368,0.777838,-2.08796,3.08579
-2.43369,0.777822,-2.08798,10.7752
-3.93458,1.64093,0.34666,11.684
-3.91991,1.64093,0.34666,0.0569034
-3.91988,1.64094,0.346693,13.2591
-0.324986,0.0111888,7.11044,2.197
-0.284289,0.0111888,7.11044,0.0811559
-0.284226,0.0111858,7.11048,22.7218
-2.23162,2.86398,1.29899,2.472
-2.19165,2.86398,1.29899,0.608472
-2.1916,2.86392,1.29893,21.9195
-2.9807,1.7534,3.81955,0.469
-2.94454,1.7534,3.81955,0.266429
-2.94454,1.75346,3.81964,24.2646
-0.315535,0.271764,5.91227,11.684
-0.314723,0.271764,5.91227,0.0970709
-0.314717,0.27174,5.91225,0.157385
-0.314708,0.271701,5.91225,0.0171387
-0.314685,0.27167,5.91227,0.457924
-0.314656,0.27164,5.91226,0.0581922
-0.314632,0.271608,5.91226,0.0972608
-0.31461,0.271575,5.91225,1.04964
-0.314587,0.271548,5.91227,0.0442206
-0.31457,0.271529,5.91229,0.400744
-0.314554,0.271542,5.91231,0.0658221
-0.314523,0.271549,5.91232,0.256167
-0.3145,0.271531,5.9123,0.460001
-0.314475,0.271515,5.9123,0.0757807
-0.314448,0.271503,5.9123,0.249558
-0.314422,0.271491,5.9123,1.39952
-0.314396,0.27148,5.9123,0.171387
-0.314389,0.271461,5.9123,0.0839668
-0.314401,0.271448,5.91229,0.0631432
-0.314416,0.271437,5.91229,0.172467
-0.314424,0.271449,5.9123,0.841071
-0.314447,0.27147,5.91231,0.541319
-0.314462,0.271472,5.91232,0.0285997
-0.314473,0.271463,5.91231,0.0175924
-0.31448,0.271453,5.91232,0.00394698
-0.314481,0.271453,5.91232,0.898363
-0.31448,0.271458,5.91233,0.00706613
-0.31448,0.271458,5.91233,0.101484
-0.314483,0.271458,5.91233,0.53951
-0.314486,0.271457,5.91233,0.0401852
-0.314504,0.271455,5.91232,0.000579565
-0.314507,0.271455,5.91232,0.175462
-0.31451,0.271456,5.91231,0.191403
-0.314518,0.27145,5.91231,0.682577
-0.31452,0.271449,5.91231,0.0722713
-0.314521,0.271452,5.91231,0.0859711
-0.314533,0.271453,5.9123,0.0261054
-0.31454,0.271452,5.9123,0.144379
-0.314546,0.271451,5.9123,0.0885021
-0.314552,0.27145,5.9123,0.0423052
-0.314557,0.271449,5.91229,0.0688209
-0.31456,0.271448,5.91229,0.0589682
-0.314559,0.271447,5.91229,0.0276247
-0.314563,0.271443,5.91228,0.297962
-0.314567,0.271445,5.91228,0.0393812
-0.31457,0.271442,5.91228,0.0143189
-0.314573,0.271439,5.91229,0.620643
-0.314574,0.271436,5.91229,0.0141034
-0.314575,0.271434,5.91229,0.0409777
-0.314575,0.271432,5.9123,0.0235205
-0.314575,0.271429,5.9123,0.378405
-0.357385,0.306188,5.97658,0.00109365
-0.357385,0.306188,5.97658,0.12626
-0.357386,0.306189,5.97658,0.378015
-0.357385,0.306189,5.97658,0.0590027
-0.357386,0.306188,5.97658,0.0589631
-0.357385,0.306187,5.97658,0.00665025
-0.357385,0.306188,5.97658,0.0803196
-0.357385,0.306187,5.97658,0.414208
-3.31543,0.598762,0.265658,11.139
-3.29776,0.598762,0.265658,0.15397
-3.29773,0.598756,0.265636,13.707
1.49559,2.81268,-4.83398,0.074
1.52292,2.81268,-4.83398,1.82674
1.52298,2.81263,-4.83391,23.0993
-2.38266,0.592344,-4.24654,11.139
-2.36636,0.592344,-4.24654,0.129955
-2.36634,0.592369,-4.24656,13.731
-3.5928,-0.0615069,0.697526,11.684
-3.58152,-0.0615069,0.697526,0.0396609
-3.58151,-0.0615406,0.697515,13.2763
-2.43901,1.03718,-0.850919,11.139
-2.43681,1.03718,-0.850919,0.0315426
-2.43681,1.03714,-0.850899,13.8295
-0.629915,0.602957,8.3409,11.684
-0.613489,0.602957,8.3409,0.54997
-0.613498,0.602954,8.34094,12.766
-3.26476,0.704733,-8.38249,11.684
-3.25061,0.704733,-8.38249,0.079666
-3.25064,0.704748,-8.38247,13.2363
-3.68576,1.66529,2.21504,0.407
-3.6822,1.66529,2.21504,0.312337
-3.68221,1.6653,2.21493,24.2807
-2.96498,1.51962,-7.67167,11.684
-2.96177,1.51962,-7.67167,0.67073
-2.96175,1.51964,-7.67164,12.6453
-0.696882,1.1098,8.26205,9.884
-0.688048,1.1098,8.26205,0.851832
-0.688036,1.10985,8.26205,14.2642
-0.977616,0.396743,4.50001,11.139
-0.970425,0.396743,4.50001,0.176749
-0.970409,0.396747,4.50005,13.6843
-3.80686,1.64302,0.929533,2.472
-3.79586,1.64302,0.929533,0.489079
-3.79579,1.64305,0.929552,22.0389
-2.68091,2.23465,-5.62195,11.684
-2.67343,2.23121,-5.62204,0.011813
-2.67339,2.23123,-5.62204,13.3042
-3.43023,2.56266,2.91418,11.139
-3.39998,2.56266,2.91418,1.15346
-3.39994,2.56269,2.91418,12.7075
-2.80105,2.12723,-5.49337,11.684
-2.80055,2.12723,-5.49337,0.0700492
-2.80052,2.12723,-5.49334,0.0827459
-2.8005,2.1272,-5.49332,0.0451499
-2.80052,2.12721,-5.49329,0.513905
-2.80051,2.12718,-5.49331,2.47837
-2.80051,2.12715,-5.49334,10.1258
-2.85544,1.09928,-4.5533,0.57
-2.84406,1.09928,-4.5533,1.29003
-2.844,1.0993,-4.55338,23.14
-5.01226,1.44333,-8.94086,11.684
-5.00417,1.44333,-8.94086,0.347427
-5.00418,1.44332,-8.94083,12.9686
-2.92021,1.37395,-5.99776,11.139
-2.91129,1.37395,-5.99776,0.270458
-2.91127,1.37398,-5.99773,13.5905
-2.80501,1.94518,-6.40592,11.684
-2.76604,1.94518,-6.40592,0.430486
-2.76605,1.9452,-6.40589,12.8855
-3.25707,0.519499,0.171736,9.884
-3.24736,0.519499,0.171736,0.0817589
-3.24738,0.519514,0.171781,15.0342
-3.33456,-2.75684,2.44731,2.712
-3.28259,-2.75684,2.44731,0.233064
-3.28262,-2.75679,2.44739,22.0549
-0.0350693,-0.0524648,6.76758,9.884
-0.0338467,-0.0524648,6.76758,0.0774444
-0.0338483,-0.0524749,6.76753,15.0386
2.05552,2.74639,-8.11819,9.884
2.07643,2.74639,-8.11819,0.0772534
2.07643,2.74636,-8.11815,15.0387
-2.89234,2.02409,-6.24397,9.884
-2.85725,2.02409,-6.24397,1.01907
-2.85721,2.02406,-6.24399,14.0969
-3.91088,0.823332,0.195356,9.884
-3.90163,0.823332,0.195356,1.08756
-3.90165,0.823373,0.195387,14.0284
-2.63478,0.887688,-6.52016,9.884
-2.60233,0.887688,-6.52016,0.108275
-2.60238,0.887714,-6.52015,15.0077
-3.68701,1.44724,1.65801,11.139
-3.68054,1.44724,1.65801,0.22918
-3.68051,1.4472,1.65801,13.6318
-3.90013,-1.6885,-8.77693,11.684
-3.8982,-1.6885,-8.77693,0.646657
-3.89817,-1.68847,-8.77693,12.6693
-2.87749,1.87803,-4.17923,2.472
-2.86493,1.87803,-4.17923,0.138084
-2.86499,1.87805,-4.17919,22.3899
-1.17013,2.72995,5.04025,9.884
-1.1562,2.72995,5.04025,0.0395787
-1.15615,2.72995,5.04025,15.0764
-1.18456,1.26944,6.43592,11.684
-1.17636,1.26944,6.43592,0.0638764
-1.17635,1.26942,6.43591,13.2521
-3.31698,-4.67915,3.2205,11.139
-3.28148,-4.67915,3.2205,0.464436
-3.28147,-4.67914,3.22046,13.3966
-3.29609,0.388865,-8.23506,9.884
-3.27843,0.388865,-8.23506,0.0242663
-3.27839,0.388884,-8.23509,15.0917
-4.27651,3.89902,-8.52362,11.684
-4.2652,3.89902,-8.52362,0.108108
-4.26521,3.899,-8.52363,13.2079
1.8615,2.41022,-6.67941,2.197
1.86919,2.41022,-6.67941,0.154874
1.86918,2.41023,-6.67951,22.6481
-3.62659,0.879776,1.40013,2.712
-3.58351,0.879776,1.40013,0.329282
-3.58344,0.87983,1.40008,21.9587
-3.56682,-0.0388296,0.505976,2.712
-3.54741,-0.0388296,0.505976,0.0885743
-3.54741,-0.0387986,0.505936,22.1994
-2.64168,-2.78902,-8.65101,2.472
-2.62077,-2.78902,-8.65101,0.0842935
-2.62082,-2.78907,-8.65102,22.4437
-2.58526,0.8396,-4.08821,9.884
-2.57929,0.8396,-4.08821,0.15222
-2.57927,0.839627,-4.08825,14.9638
-2.85817,-2.60728,-8.7876,11.139
-2.85701,-2.60728,-8.7876,0.324221
-2.85704,-2.60731,-8.78762,13.5368
-4.75956,2.89005,-8.81829,9.884
-4.74066,2.89005,-8.81829,0.040715
-4.74066,2.89004,-8.81829,15.0753
-3.28502,5.11169,-8.49723,11.139
-3.2132,5.11169,-8.49723,0.0775642
-3.21318,5.11169,-8.49726,13.7834
-3.5058,-1.4716,1.37526,11.139
-3.48671,-1.4716,1.37526,0.499277
-3.48667,-1.47161,1.37525,13.3617
-3.73541,2.39744,2.74136,9.884
-3.71945,2.39744,2.74136,0.428994
-3.71943,2.39741,2.74139,14.687
-0.507628,0.411069,6.0751,11.684
-0.476759,0.411069,6.0751,0.0211045
-0.476754,0.411072,6.07514,13.2949
-2.78357,1.73051,3.32124,0.57
-2.77888,1.73051,3.32124,0.367454
-2.77894,1.73058,3.3212,24.0625
-3.41423,-3.21651,2.42463,2.472
-3.36829,-3.21651,2.42463,0.265768
-3.36828,-3.21657,2.4247,22.2622
-2.60397,2.31735,-4.03471,11.684
-2.6013,2.31735,-4.03471,0.874371
-2.60132,2.31735,-4.03467,12.4416
-2.6123,1.966,5.41853,11.139
-2.58823,1.966,5.41853,0.199743
-2.5882,1.96602,5.4185,13.6613
-3.82985,2.54899,-0.662701,11.684
-3.80822,2.54899,-0.662701,1.03286
-3.80822,2.54894,-0.662703,12.2831
-0.612747,0.777589,6.87728,11.684
-0.539885,0.777589,6.87728,0.0506625
-0.539876,0.777584,6.87724,13.2653
-2.04693,2.75856,-0.612418,11.684
-2.01007,2.75856,-0.612418,1.47903
-2.01004,2.75857,-0.612437,11.837
1.79338,3.03623,-4.74263,11.684
1.84489,3.03623,-4.74263,1.98833
1.84487,3.03624,-4.74266,11.3277
1.928,2.37844,-7.20827,9.884
1.93349,2.37844,-7.20827,0.08456
1.93352,2.37842,-7.20829,15.0314
-3.84512,1.62497,0.764012,9.884
-3.80656,1.62497,0.764012,0.230225
-3.80659,1.62499,0.764033,14.8858
-0.196998,1.82123,7.31502,11.139
-0.191321,1.82123,7.31502,2.19728
-0.191298,1.82125,7.315,11.6637
-1.53211,3.65259,-1.70268,11.684
-1.53206,3.65259,-1.70268,0.0465765
-1.53205,3.65259,-1.70269,0.0370302
-1.53204,3.65259,-1.70269,0.0569412
-1.53202,3.65258,-1.7027,0.384118
-1.53198,3.65258,-1.70272,0.888341
-1.53195,3.65257,-1.70274,0.0804302
-1.53193,3.65256,-1.70271,0.367587
-1.53193,3.65257,-1.70268,0.0940006
-1.53196,3.65257,-1.70269,0.535438
-1.53198,3.65256,-1.7027,0.389546
-1.53201,3.65255,-1.70269,0.754731
-1.53204,3.65254,-1.70268,0.0801846
-1.53206,3.65255,-1.70267,0.0290099
-1.53205,3.65256,-1.70267,0.0694302
-1.53202,3.65257,-1.70267,0.0559999
-1.53201,3.65259,-1.70268,0.0641868
-1.532,3.6526,-1.70269,0.0516409
-1.532,3.65258,-1.7027,0.691372
-1.53199,3.65257,-1.7027,0.125233
-1.53197,3.65258,-1.70271,1.28132
-1.53195,3.65258,-1.70271,0.118976
-1.53194,3.65259,-1.70271,1.01981
-1.53194,3.65261,-1.7027,0.0151276
-1.53194,3.65262,-1.7027,0.0553833
-1.53196,3.65262,-1.7027,1.55869
-1.53197,3.65262,-1.7027,0.0754988
-1.53197,3.65263,-1.70271,0.0496494
-1.53197,3.65263,-1.70272,0.341068
-1.53197,3.65264,-1.70272,0.07547
-1.53197,3.65264,-1.70273,0.0252037
-1.53198,3.65265,-1.70274,0.0791464
-1.53198,3.65265,-1.70274,0.0131236
-1.53198,3.65265,-1.70274,0.00268348
-1.53198,3.65265,-1.70274,0.0443334
-1.53199,3.65265,-1.70274,0.0722052
-1.53199,3.65265,-1.70275,0.0835271
-1.53198,3.65265,-1.70275,0.0570797
-1.53198,3.65264,-1.70276,0.0624489
-1.53198,3.65264,-1.70276,0.125728
-1.53199,3.65264,-1.70276,0.0177899
-1.53199,3.65263,-1.70276,0.0442802
-1.53199,3.65262,-1.70275,0.264688
-1.53199,3.65262,-1.70275,0.03303
-1.53199,3.65262,-1.70275,0.110213
-1.532,3.65262,-1.70275,0.0346507
-1.532,3.65262,-1.70275,0.266147
-1.532,3.65262,-1.70276,2.1545
-1.532,3.65262,-1.70276,0.432435
-2.45676,2.26561,-1.02901,11.139
-2.44866,2.26561,-1.02901,0.21332
-2.44863,2.26558,-1.02903,13.6477
-2.62884,2.21552,-3.92125,9.884
-2.62446,2.21552,-3.92125,1.69098
-2.62445,2.21547,-3.92124,13.425
-3.57785,-0.232304,0.980383,2.472
-3.5731,-0.232304,0.980383,0.84163
-3.57308,-0.232347,0.980415,21.6864
1.68871,2.40642,-3.21315,11.139
1.71612,2.40642,-3.21315,0.143716
1.71615,2.4064,-3.21313,13.7173
-0.300957,3.07156,2.98047,11.139
-0.280898,3.07156,2.98047,1.85012
-0.280856,3.07156,2.98049,12.0109
-0.90168,0.84559,6.55479,9.884
-0.884256,0.84559,6.55479,0.0858432
-0.884267,0.845633,6.55477,15.0302
-2.82577,1.41838,4.57951,9.884
-2.82456,1.41838,4.57951,1.47753
-2.82459,1.41841,4.57954,13.6385
-2.3898,0.826446,-1.95134,0.407
-2.33625,0.826446,-1.95134,0.394788
-2.33633,0.826466,-1.95137,24.1982
-2.69606,2.53179,4.61521,9.884
-2.66826,2.53179,4.61521,0.70382
-2.66825,2.53183,4.61522,14.4122
-1.93565,0.166594,-1.81311,11.139
-1.91259,0.166594,-1.81311,0.146393
-1.91256,0.166576,-1.81309,13.7146
-3.90736,-1.64263,-8.98292,11.139
-3.88302,-1.64263,-8.98292,0.152813
-3.883,-1.6426,-8.98289,13.7082
-1.40876,3.57081,1.87955,11.684
-1.4055,3.57081,1.87955,0.0575777
-1.40552,3.57084,1.87953,13.2584
-0.389016,0.239412,4.05539,2.712
-0.384196,0.239412,4.05539,1.039
-0.384114,0.239463,4.05539,21.249
-3.58574,2.35007,2.02512,11.139
-3.58102,2.35007,2.02512,0.36491
-3.58102,2.35004,2.02508,13.4961
-1.56214,0.956776,2.58392,11.139
-1.5118,0.956776,2.58392,0.0305924
-1.51183,0.956815,2.58391,13.8304
1.9689,2.54692,-6.65511,11.139
1.99588,2.54692,-6.65511,0.726259
1.9959,2.54694,-6.65508,13.1347
-4.75013,2.94395,-8.44327,11.139
-4.73507,2.94395,-8.44327,0.236651
-4.73508,2.94393,-8.44329,13.6243
-3.62008,-0.0116092,-0.446257,11.139
-3.59674,-0.0116092,-0.446257,0.0369974
-3.59678,-0.0116011,-0.44627,13.824
-0.882025,0.938057,6.48051,11.139
-0.832594,0.938057,6.48051,0.892685
-0.832629,0.938045,6.48054,12.9683
-2.99043,1.87983,3.98841,9.884
-2.97781,1.87983,3.98841,0.64151
-2.97784,1.87979,3.9884,14.4745
-1.62493,1.21315,6.18993,9.884
-1.57995,1.21315,6.18993,0.0701007
-1.57993,1.21312,6.1899,15.0459
-3.3969,1.96893,3.02445,1.796
-3.37815,1.96893,3.02445,0.792836
-3.37807,1.96894,3.02452,22.4112
-2.51918,1.71976,-0.73078,9.884
-2.51217,1.71976,-0.73078,0.167595
-2.51214,1.71973,-0.730755,14.9484
